Job ID,Agency,Posting Type,Business Title,Civil Service Title,Title Code No,Level,Job Category,Full-Time/Part-Time indicator,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Job Description,Minimum Qual Requirements,Preferred Skills,Posting Date
357402,ADMIN FOR CHILDREN'S SVCS,External,Director of Community Engagement,ADMINISTRATIVE COMMUNITY RELAT,10022,M2,Communications & Intergovernmental Affairs,F,60435,110000,Annual,"150 William Street, New York N",Division of External Affairs,,,,2018-08-09T00:00:00.000
357431,DEPT OF DESIGN & CONSTRUCTION,External,Senior Engineer - Mechanical,ADM ENGINEER (NON MGRL),1001A,0,"Engineering, Architecture, & Planning",F,49990,136023,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/A&E-Executive,,,,2018-08-20T00:00:00.000
357431,DEPT OF DESIGN & CONSTRUCTION,Internal,Senior Engineer - Mechanical,ADM ENGINEER (NON MGRL),1001A,0,"Engineering, Architecture, & Planning",F,49990,136023,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/A&E-Executive,,,,2018-08-20T00:00:00.000
357584,DEPT OF ENVIRONMENT PROTECTION,External,Payment Analyst,PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",F,49390,71794,Annual,96-05 Horace Harding Expway,Capital Program Unit,,,,2018-09-18T00:00:00.000
357584,DEPT OF ENVIRONMENT PROTECTION,Internal,Payment Analyst,PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",F,49390,71794,Annual,96-05 Horace Harding Expway,Capital Program Unit,,,,2018-09-18T00:00:00.000
357592,DEPT OF ENVIRONMENT PROTECTION,External,Change Order Manager,PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",F,49390,71794,Annual,96-05 Horace Harding Expway,Capital Program Unit,,,,2018-09-18T00:00:00.000
357592,DEPT OF ENVIRONMENT PROTECTION,Internal,Change Order Manager,PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",F,49390,71794,Annual,96-05 Horace Harding Expway,Capital Program Unit,,,,2018-09-18T00:00:00.000
357652,NYC HOUSING AUTHORITY,Internal,Senior Project Manager,ADMINISTRATIVE CONSTRUCTION PR,82991,M3,"Engineering, Architecture, & Planning",F,67060,178873,Annual,Office for Exec Proj Manager,Project Mgmt Dept Team 1,,,,2018-08-28T00:00:00.000
357652,NYC HOUSING AUTHORITY,External,Senior Project Manager,ADMINISTRATIVE CONSTRUCTION PR,82991,M3,"Engineering, Architecture, & Planning",F,67060,178873,Annual,Office for Exec Proj Manager,Project Mgmt Dept Team 1,,,,2018-08-28T00:00:00.000
357753,LAW DEPARTMENT,External,GRAPHIC ARTIST,GRAPHIC ARTIST,91415,1,Communications & Intergovernmental Affairs,F,42443,66509,Annual,"100 Church St., N.Y.",Operations,,,,2018-08-24T00:00:00.000
357753,LAW DEPARTMENT,Internal,GRAPHIC ARTIST,GRAPHIC ARTIST,91415,1,Communications & Intergovernmental Affairs,F,42443,66509,Annual,"100 Church St., N.Y.",Operations,,,,2018-08-24T00:00:00.000
357792,DEPT OF HEALTH/MENTAL HYGIENE,External,"Labor Relations Specialist, Bureau of Human Resources and Labor Relations",LABOR RELATIONS ANALYST,13368,1,Health,,54110,60000,Annual,42-09 28th Street,HR Central,,,,2018-08-14T00:00:00.000
357792,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Labor Relations Specialist, Bureau of Human Resources and Labor Relations",LABOR RELATIONS ANALYST,13368,1,Health,,54110,60000,Annual,42-09 28th Street,HR Central,,,,2018-08-14T00:00:00.000
357840,DEPT OF ENVIRONMENT PROTECTION,External,Mate,MATE (DEP),91580,1,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",F,69987,69987,Annual,"Wards Island, N.Y.",Marine Section,,,,2018-08-17T00:00:00.000
357840,DEPT OF ENVIRONMENT PROTECTION,Internal,Mate,MATE (DEP),91580,1,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",F,69987,69987,Annual,"Wards Island, N.Y.",Marine Section,,,,2018-08-17T00:00:00.000
357845,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Supervising Public Health Nurse, Bureau of School Health/SH Nursing Services & Prof Dev",PUBLIC HEALTH NURSE,51011,3,Health,F,78429,78429,Annual,"1 Fordham Plaza, Bronx",SH Nursing Services & Prof Dev,,,,2018-08-08T00:00:00.000
357984,BUSINESS INTEGRITY COMMISSION,Internal,Computer Systems Manager,COMPUTER SYSTEMS MANAGER,10050,M1,"Technology, Data & Innovation",F,80000,85000,Annual,"100 Church St., N.Y.",Default,,,,2018-08-08T00:00:00.000
357984,BUSINESS INTEGRITY COMMISSION,External,Computer Systems Manager,COMPUTER SYSTEMS MANAGER,10050,M1,"Technology, Data & Innovation",F,80000,85000,Annual,"100 Church St., N.Y.",Default,,,,2018-08-08T00:00:00.000
358130,DEPARTMENT OF INVESTIGATION,External,Investigator,CONFIDENTIAL INVESTIGATOR,31143,1,"Public Safety, Inspections, & Enforcement",F,41996,50000,Annual,80 Maiden Lane,Background Investigation,,,,2018-08-09T00:00:00.000
358130,DEPARTMENT OF INVESTIGATION,Internal,Investigator,CONFIDENTIAL INVESTIGATOR,31143,1,"Public Safety, Inspections, & Enforcement",F,41996,50000,Annual,80 Maiden Lane,Background Investigation,,,,2018-08-09T00:00:00.000
358147,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Supervising Health Nurse, Bureau of School Health/SH Nursing Services & Prof Dev",PUBLIC HEALTH NURSE,51011,2,Health,F,73576,73576,Annual,160 West 100Th Street Ny,SH Nursing Services & Prof Dev,,,,2018-08-08T00:00:00.000
358190,NYC HOUSING AUTHORITY,External,Deputy General Counsel,EXECUTIVE AGENCY COUNSEL,95005,M4,Legal Affairs,F,75338,194395,Annual,Law-EVP,Law Department,,,,2018-11-08T00:00:00.000
358190,NYC HOUSING AUTHORITY,Internal,Deputy General Counsel,EXECUTIVE AGENCY COUNSEL,95005,M4,Legal Affairs,F,75338,194395,Annual,Law-EVP,Law Department,,,,2018-11-08T00:00:00.000
358241,DEPT. OF HOMELESS SERVICES,Internal,SUPERINTENDENT,SUPERINTENDENT OF ADULT INSTIT,52279,0,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Health Building Operations & Maintenance Policy, Research & Analysis Public Safety, Inspections, & Enforcement Social Services",F,61850,71128,Annual,"1322 Bedford Avenue, Bklyn.",Atlantic Avenue Armory,,,,2018-08-09T00:00:00.000
358241,DEPT. OF HOMELESS SERVICES,External,SUPERINTENDENT,SUPERINTENDENT OF ADULT INSTIT,52279,0,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Health Building Operations & Maintenance Policy, Research & Analysis Public Safety, Inspections, & Enforcement Social Services",F,61850,71128,Annual,"1322 Bedford Avenue, Bklyn.",Atlantic Avenue Armory,,,,2018-08-09T00:00:00.000
358408,DEPARTMENT OF BUSINESS SERV.,Internal,"DIRECTOR, CUSTOMIZED TRAINING PROGRAM",ADMINISTRATIVE BUSINESS PROMOT,10009,M2,Constituent Services & Community Programs,F,60435,75000,Annual,110 William St. N Y,Employer Based Training,,,,2018-08-16T00:00:00.000
358408,DEPARTMENT OF BUSINESS SERV.,External,"DIRECTOR, CUSTOMIZED TRAINING PROGRAM",ADMINISTRATIVE BUSINESS PROMOT,10009,M2,Constituent Services & Community Programs,F,60435,75000,Annual,110 William St. N Y,Employer Based Training,,,,2018-08-16T00:00:00.000
358769,DEPT OF ENVIRONMENT PROTECTION,External,Assistant Chemical Engineer,ASSISTANT CHEMICAL ENGINEER (C,20510,0,"Engineering, Architecture, & Planning",F,53134,79726,Annual,59-17 Junction Blvd Corona Ny,Air Resources/Engineering,,,,2018-08-10T00:00:00.000
358769,DEPT OF ENVIRONMENT PROTECTION,Internal,Assistant Chemical Engineer,ASSISTANT CHEMICAL ENGINEER (C,20510,0,"Engineering, Architecture, & Planning",F,53134,79726,Annual,59-17 Junction Blvd Corona Ny,Air Resources/Engineering,,,,2018-08-10T00:00:00.000
358783,DEPT OF ENVIRONMENT PROTECTION,External,Assistant Civil Engineer for Tunnel Structural Design,ASSISTANT CIVIL ENGINEER,20210,0,"Engineering, Architecture, & Planning Technology, Data & Innovation",F,53134,79726,Annual,96-05 Horace Harding Expway,Water Supply/Design Div (WRD),,,,2018-10-26T00:00:00.000
358783,DEPT OF ENVIRONMENT PROTECTION,Internal,Assistant Civil Engineer for Tunnel Structural Design,ASSISTANT CIVIL ENGINEER,20210,0,"Engineering, Architecture, & Planning Technology, Data & Innovation",F,53134,79726,Annual,96-05 Horace Harding Expway,Water Supply/Design Div (WRD),,,,2018-10-26T00:00:00.000
358789,DEPT OF ENVIRONMENT PROTECTION,External,"SECTION MANAGER, CIVIL",ADMINISTRATIVE ENGINEER,10015,M3,"Engineering, Architecture, & Planning",F,67060,178873,Annual,96-05 Horace Harding Expway,Structural Section Plants,,,,2018-08-16T00:00:00.000
358789,DEPT OF ENVIRONMENT PROTECTION,Internal,"SECTION MANAGER, CIVIL",ADMINISTRATIVE ENGINEER,10015,M3,"Engineering, Architecture, & Planning",F,67060,178873,Annual,96-05 Horace Harding Expway,Structural Section Plants,,,,2018-08-16T00:00:00.000
358798,NYC EMPLOYEES RETIREMENT SYS,External,"Office Machine Aide, Level 1",OFFICE MACHINE AIDE,11702,1,Administration & Human Resources,P,16,16.77,Hourly,"335 Adams Street, Brooklyn Ny",Executive Management,,,,2018-08-13T00:00:00.000
358798,NYC EMPLOYEES RETIREMENT SYS,Internal,"Office Machine Aide, Level 1",OFFICE MACHINE AIDE,11702,1,Administration & Human Resources,P,16,16.77,Hourly,"335 Adams Street, Brooklyn Ny",Executive Management,,,,2018-08-13T00:00:00.000
358801,DEPT OF ENVIRONMENT PROTECTION,External,ASSISTANT ARCHITECT,ASSISTANT ARCHITECT,21210,0,"Engineering, Architecture, & Planning Technology, Data & Innovation",F,53134,79726,Annual,96-05 Horace Harding Expway,Architectural Section Plants,,,,2018-09-18T00:00:00.000
358801,DEPT OF ENVIRONMENT PROTECTION,Internal,ASSISTANT ARCHITECT,ASSISTANT ARCHITECT,21210,0,"Engineering, Architecture, & Planning Technology, Data & Innovation",F,53134,79726,Annual,96-05 Horace Harding Expway,Architectural Section Plants,,,,2018-09-18T00:00:00.000
358802,DEPARTMENT OF SANITATION,Internal,College Aide,COLLEGE AIDE (ALL CITY DEPTS),10209,1,Administration & Human Resources,P,13.5,17.9,Hourly,59 Maiden Lane,Human Resources,,,,2018-09-13T00:00:00.000
358802,DEPARTMENT OF SANITATION,External,College Aide,COLLEGE AIDE (ALL CITY DEPTS),10209,1,Administration & Human Resources,P,13.5,17.9,Hourly,59 Maiden Lane,Human Resources,,,,2018-09-13T00:00:00.000
358946,LAW DEPARTMENT,Internal,PARALEGAL SUPERVISOR,PARALEGAL AIDE,30080,2,Legal Affairs,F,40212,56272,Annual,"900 Sheridan Ave., Bronx",Family Court: Bronx,,,,2018-08-09T00:00:00.000
358946,LAW DEPARTMENT,Internal,PARALEGAL SUPERVISOR,PARALEGAL AIDE,30080,2,Legal Affairs,F,40212,56272,Annual,"900 Sheridan Ave., Bronx",Family Court: Bronx,,,,2018-08-09T00:00:00.000
358947,DEPT OF INFO TECH & TELECOMM,Internal,Sourcing Analyst,ADMINISTRATIVE STAFF ANALYST (,1002A,0,"Finance, Accounting, & Procurement",F,62862,81172,Annual,15 Metrotech,Financial Services,,,,2018-09-05T00:00:00.000
358949,DEPT OF YOUTH & COMM DEV SRVS,Internal,Application Support Technician,COMPUTER ASSOC (SOFTWARE),13631,1,"Technology, Data & Innovation",F,61995,71294,Annual,"2 Lafayette St., N.Y.",Information Technology,,,,2018-09-07T00:00:00.000
358949,DEPT OF YOUTH & COMM DEV SRVS,External,Application Support Technician,COMPUTER ASSOC (SOFTWARE),13631,1,"Technology, Data & Innovation",F,61995,71294,Annual,"2 Lafayette St., N.Y.",Information Technology,,,,2018-09-07T00:00:00.000
358981,ADMIN FOR CHILDREN'S SVCS,Internal,Director of Technical Assistance,ADMINISTRATIVE STAFF ANALYST (,1002A,0,Social Services,F,62862,85143,Annual,"150 William Street, New York N",Off Of Adm Case Work Suprt-Fps,,,,2018-09-05T00:00:00.000
359105,DEPT OF HEALTH/MENTAL HYGIENE,External,"College Aide, Bureau of Immunization/Immunization Surveillance",COLLEGE AIDE (ALL CITY DEPTS),10209,1,Health,P,13.5,17.9,Hourly,42-09 28th Street,Immunization Surveillance,,,,2018-08-16T00:00:00.000
359105,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"College Aide, Bureau of Immunization/Immunization Surveillance",COLLEGE AIDE (ALL CITY DEPTS),10209,1,Health,P,13.5,17.9,Hourly,42-09 28th Street,Immunization Surveillance,,,,2018-08-16T00:00:00.000
359133,DEPARTMENT OF CITY PLANNING,External,Borough Planner - Manhattan Office,ASSISTANT URBAN DESIGNER,22092,0,"Engineering, Architecture, & Planning",F,55000,65000,Annual,"120 Broadway, New York, NY",Manhattan Office,,,,2018-08-14T00:00:00.000
359133,DEPARTMENT OF CITY PLANNING,Internal,Borough Planner - Manhattan Office,ASSISTANT URBAN DESIGNER,22092,0,"Engineering, Architecture, & Planning",F,55000,65000,Annual,"120 Broadway, New York, NY",Manhattan Office,,,,2018-08-14T00:00:00.000
359185,TAXI & LIMOUSINE COMMISSION,Internal,Supervising Attorney â€“ Driver Protection and Special Projects,AGENCY ATTORNEY,30087,2,Legal Affairs,F,66326,99394,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division,,,,2018-08-10T00:00:00.000
359185,TAXI & LIMOUSINE COMMISSION,External,Supervising Attorney â€“ Driver Protection and Special Projects,AGENCY ATTORNEY,30087,2,Legal Affairs,F,66326,99394,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division,,,,2018-08-10T00:00:00.000
359186,DEPARTMENT OF INVESTIGATION,External,Desktop Support Engineer,COMPUTER ASSOC (TECH SUPP),13611,2,"Technology, Data & Innovation",F,57337,65938,Annual,80 Maiden Lane,Information Technology,,,,2018-08-10T00:00:00.000
359186,DEPARTMENT OF INVESTIGATION,Internal,Desktop Support Engineer,COMPUTER ASSOC (TECH SUPP),13611,2,"Technology, Data & Innovation",F,57337,65938,Annual,80 Maiden Lane,Information Technology,,,,2018-08-10T00:00:00.000
359516,DEPARTMENT OF BUSINESS SERV.,Internal,ASSISTANT COMMISSIONER - WORKFORCE1,ADMINISTRATIVE BUSINESS PROMOT,10009,M4,Constituent Services & Community Programs,F,75338,126000,Annual,110 William St. N Y,WF1 Operations,,,,2018-12-18T00:00:00.000
359516,DEPARTMENT OF BUSINESS SERV.,External,ASSISTANT COMMISSIONER - WORKFORCE1,ADMINISTRATIVE BUSINESS PROMOT,10009,M4,Constituent Services & Community Programs,F,75338,126000,Annual,110 William St. N Y,WF1 Operations,,,,2018-12-18T00:00:00.000
359523,OFFICE OF THE ACTUARY,Internal,Deputy General Counsel,EXECUTIVE AGENCY COUNSEL,95005,M3,"Administration & Human Resources Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Legal Affairs Policy, Research & Analysis",F,67060,178873,Annual,255 Greenwich Street,Actuary,,,,2018-08-20T00:00:00.000
359523,OFFICE OF THE ACTUARY,External,Deputy General Counsel,EXECUTIVE AGENCY COUNSEL,95005,M3,"Administration & Human Resources Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Legal Affairs Policy, Research & Analysis",F,67060,178873,Annual,255 Greenwich Street,Actuary,,,,2019-01-16T00:00:00.000
359642,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Chief of Mycobacteriology, Bureau of the Public Health Laboratory",CITY RESEARCH SCIENTIST,21744,4B,"Health Policy, Research & Analysis",F,90084,130939,Annual,"455 First Ave., N.Y.",Virology/Immunology,,,,2018-08-15T00:00:00.000
359642,DEPT OF HEALTH/MENTAL HYGIENE,External,"Chief of Mycobacteriology, Bureau of the Public Health Laboratory",CITY RESEARCH SCIENTIST,21744,4B,"Health Policy, Research & Analysis",F,90084,130939,Annual,"455 First Ave., N.Y.",Virology/Immunology,,,,2018-08-15T00:00:00.000
359943,DEPT OF ENVIRONMENT PROTECTION,External,MARINER,MARINER,91501,0,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",F,64040,64040,Annual,"Wards Island, N.Y.",Marine Section,,,,2018-08-17T00:00:00.000
359943,DEPT OF ENVIRONMENT PROTECTION,Internal,MARINER,MARINER,91501,0,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",F,64040,64040,Annual,"Wards Island, N.Y.",Marine Section,,,,2018-08-17T00:00:00.000
359963,ADMIN TRIALS AND HEARINGS,External,Correspondence Aide,COMMUNITY SERVICE AIDE,52406,0,Administration & Human Resources,P,15.03,17.28,Hourly,"66 John Street, New York, Ny",Clerk's Office MA,,,,2018-08-23T00:00:00.000
359963,ADMIN TRIALS AND HEARINGS,Internal,Correspondence Aide,COMMUNITY SERVICE AIDE,52406,0,Administration & Human Resources,P,15.03,17.28,Hourly,"66 John Street, New York, Ny",Clerk's Office MA,,,,2018-08-23T00:00:00.000
359967,DEPARTMENT OF SANITATION,External,Director of IT Infrastructure and Operations,COMPUTER SYSTEMS MANAGER,10050,M4,"Technology, Data & Innovation",F,75338,194395,Annual,"137 Centre St., N.Y.",Mgt Info Syst Office,,,,2018-09-19T00:00:00.000
359967,DEPARTMENT OF SANITATION,Internal,Director of IT Infrastructure and Operations,COMPUTER SYSTEMS MANAGER,10050,M4,"Technology, Data & Innovation",F,75338,194395,Annual,"137 Centre St., N.Y.",Mgt Info Syst Office,,,,2018-09-19T00:00:00.000
359974,HRA/DEPT OF SOCIAL SERVICES,Internal,DIGITAL COMMUNICATIONS MANAGER,COMMUNITY COORDINATOR,56058,0,Social Services,F,50362,60000,Annual,4 World Trade Center,Communications/Marketing-NM,,,,2018-11-16T00:00:00.000
359974,HRA/DEPT OF SOCIAL SERVICES,External,DIGITAL COMMUNICATIONS MANAGER,COMMUNITY COORDINATOR,56058,0,Social Services,F,50362,60000,Annual,4 World Trade Center,Communications/Marketing-NM,,,,2018-11-16T00:00:00.000
359999,DEPT OF ENVIRONMENT PROTECTION,Internal,QUALITY ASSURANCE ANALYST,COMPUTER PROGRAMMER ANALYST,13651,2,"Technology, Data & Innovation",F,55637,75000,Annual,59-17 Junction Blvd Corona Ny,ACCO Office,,,,2018-08-22T00:00:00.000
359999,DEPT OF ENVIRONMENT PROTECTION,External,QUALITY ASSURANCE ANALYST,COMPUTER PROGRAMMER ANALYST,13651,2,"Technology, Data & Innovation",F,55637,75000,Annual,59-17 Junction Blvd Corona Ny,ACCO Office,,,,2018-08-22T00:00:00.000
360018,HRA/DEPT OF SOCIAL SERVICES,Internal,DATA ANALYST,CITY RESEARCH SCIENTIST,21744,2,Administration & Human Resources Social Services,F,70286,88213,Annual,253 Broadway New York Ny,Mayor's Anti-Displ Init Nm,,,,2018-10-01T00:00:00.000
360018,HRA/DEPT OF SOCIAL SERVICES,External,DATA ANALYST,CITY RESEARCH SCIENTIST,21744,2,Administration & Human Resources Social Services,F,70286,88213,Annual,253 Broadway New York Ny,Mayor's Anti-Displ Init Nm,,,,2018-10-01T00:00:00.000
360175,DEPARTMENT OF BUSINESS SERV.,External,ASSISTANT GENERAL COUNSEL,AGENCY ATTORNEY,30087,3,Legal Affairs,F,73938,105000,Annual,110 William St. N Y,Legal,,,,2018-08-22T00:00:00.000
360175,DEPARTMENT OF BUSINESS SERV.,Internal,ASSISTANT GENERAL COUNSEL,AGENCY ATTORNEY,30087,3,Legal Affairs,F,73938,105000,Annual,110 William St. N Y,Legal,,,,2018-08-22T00:00:00.000
360260,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Operations Coordinator, Relay, Bureau of Alcohol and Drug Use, Prevention, Care, and Treatment",CITY RESEARCH SCIENTIST,21744,2,"Health Policy, Research & Analysis",F,70286,80829,Annual,42-09 28th Street,"Alcohol, Drug Prev & Treatment",,,,2018-08-22T00:00:00.000
360260,DEPT OF HEALTH/MENTAL HYGIENE,External,"Operations Coordinator, Relay, Bureau of Alcohol and Drug Use, Prevention, Care, and Treatment",CITY RESEARCH SCIENTIST,21744,2,"Health Policy, Research & Analysis",F,70286,80829,Annual,42-09 28th Street,"Alcohol, Drug Prev & Treatment",,,,2018-08-22T00:00:00.000
360454,CIVILIAN COMPLAINT REVIEW BD,External,Blake Fellow,EXECUTIVE PROGRAM SPECIALIST (,13380,M1,"Constituent Services & Community Programs Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,65000,65000,Annual,"100 Church St., N.Y.",Civilian Complaint Review Bd,,,,2018-08-17T00:00:00.000
360454,CIVILIAN COMPLAINT REVIEW BD,Internal,Blake Fellow,EXECUTIVE PROGRAM SPECIALIST (,13380,M1,"Constituent Services & Community Programs Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,65000,65000,Annual,"100 Church St., N.Y.",Civilian Complaint Review Bd,,,,2018-08-17T00:00:00.000
360484,DEPT OF ENVIRONMENT PROTECTION,Internal,Civil Engineer I,CIVIL ENGINEER,20215,1,"Engineering, Architecture, & Planning",F,63074,72535,Annual,96-05 Horace Harding Expway,Blue Belt Unit,,,,2018-08-22T00:00:00.000
360484,DEPT OF ENVIRONMENT PROTECTION,External,Civil Engineer I,CIVIL ENGINEER,20215,1,"Engineering, Architecture, & Planning",F,63074,72535,Annual,96-05 Horace Harding Expway,Blue Belt Unit,,,,2018-08-22T00:00:00.000
360491,DEPT OF ENVIRONMENT PROTECTION,Internal,Engineering Technician I,ENGINEERING TECHNICIAN,20113,1,"Public Safety, Inspections, & Enforcement",F,36239,41675,Annual,NYC - All Boroughs,Div of Field Op/Quality Assur,,,,2018-08-22T00:00:00.000
